,Date,Transit Ridership - Other Transit Modes - Adjusted,Transit Ridership - Fixed Route Bus - Adjusted,Transit Ridership - Urban Rail - Adjusted,Freight Rail Intermodal Units,Freight Rail Carloads,State and Local Government Construction Spending - Breakwater/Jetty,State and Local Government Construction Spending - Dam/Levee,State and Local Government Construction Spending - Conservation and Development,State and Local Government Construction Spending - Pump Station,State and Local Government Construction Spending - Line,State and Local Government Construction Spending - Water Treatment Plant,State and Local Government Construction Spending - Water Supply,State and Local Government Construction Spending - Line/Drain,State and Local Government Construction Spending - Waste Water Treatment Plant,State and Local Government Construction Spending - Waste Water,State and Local Government Construction Spending - Line/Pump Station,State and Local Government Construction Spending - Sewage Treatment Plant,State and Local Government Construction Spending - Sewage / Dry Waste,State and Local Government Construction Spending - Sewage and Waste Disposal,State and Local Government Construction Spending - Rest Facility,State and Local Government Construction Spending - Bridge,State and Local Government Construction Spending - Lighting,State and Local Government Construction Spending - Pavement,State and Local Government Construction Spending - Highway and Street,State and Local Government Construction Spending - Power,State and Local Government Construction Spending - Dock / Marina,State and Local Government Construction Spending - Water,State and Local Government Construction Spending - Mass Transit,State and Local Government Construction Spending - Land Passenger Terminal,State and Local Government Construction Spending - Land,State and Local Government Construction Spending - Runway,State and Local Government Construction Spending - Air Passenger Terminal,State and Local Government Construction Spending - Air,State and Local Government Construction Spending - Transportation,State and Local Government Construction Spending - Park / Camp,State and Local Government Construction Spending - Neighborhood Center,State and Local Government Construction Spending - Social Center,State and Local Government Construction Spending - Convention Center,State and Local Government Construction Spending - Performance / Meeting Center,State and Local Government Construction Spending - Sports,State and Local Government Construction Spending - Amusement and Recreation,State and Local Government Construction Spending - Fire & Rescue,State and Local Government Construction Spending - Other Public Safety,State and Local Government Construction Spending - Police & Sheriff,State and Local Government Construction Spending - Detention,State and Local Government Construction Spending - Correctional,State and Local Government Construction Spending - Public Safety,State and Local Government Construction Spending - Library / Archive,State and Local Government Construction Spending - Other Educational,State and Local Government Construction Spending - Infrastructure,State and Local Government Construction Spending - Sports & Recreation,State and Local Government Construction Spending - Dormitory,State and Local Government Construction Spending - Instructional,State and Local Government Construction Spending - Higher Education,State and Local Government Construction Spending - High School,State and Local Government Construction Spending - Middle School / Junior High,State and Local Government Construction Spending - Elementary Schools,State and Local Government Construction Spending - Primary/Secondary Schools,State and Local Government Construction Spending - Educational,State and Local Government Construction Spending - Special Care,State and Local Government Construction Spending - Medical Building,State and Local Government Construction Spending - Hospital,State and Local Government Construction Spending - Health Care,State and Local Government Construction Spending - Parking,State and Local Government Construction Spending - Automotive,State and Local Government Construction Spending - Commercial,State and Local Government Construction Spending - Office,State and Local Government Construction Spending - Non Residential,State and Local Government Construction Spending - Multi Family,State and Local Government Construction Spending - Residential,State and Local Government Construction Spending - Total,Transportation Employment - Pipeline Transportation,Transportation Employment - Water Transportation,Transportation Employment - Rail Transportation,Transportation Employment - Air Transportation,Transportation Employment - Transit and ground passenger transportation,Transportation Employment - Truck Transportation,Unemployment Rate - Seasonally Adjusted,Labor Force Participation Rate - Seasonally Adjusted,Unemployed - Seasonally Adjusted,Passenger Rail Passengers,Passenger Rail Passenger Miles,Passenger Rail Total Train Miles,Passenger Rail Employee Hours Worked,Rail Fatalities,Trespasser Fatalities Not at Highwaya-Rail Crossings,Transportation Services Index - Freight,Transportation Services Index - Passenger,Transportation Services Index - Combined,U.S.-Canada Incoming Person Crossings,U.S.-Canada Incoming Truck Crossings,U.S.-Mexico Incoming Person Crossings,Air Safety - Air Taxi and Commuter Fatalities,Heavy truck sales,U.S.-Mexico Incoming Truck Crossings,Light truck sales,Auto sales,Air Safety - Air Carrier Fatalities,U.S. Air Carrier Cargo (millions of revenue ton-miles) - International,Truck tonnage index,U.S. Air Carrier Cargo (millions of revenue ton-miles) - Domestic,Heavy truck sales SAAR (millions),Light truck sales SAAR (millions),Auto sales SAAR (millions),Transborder - Total North American Freight,Transborder - U.S. - Mexico Freight,Transborder - U.S. - Canada Freight,Month
740,09/01/2008 12:00:00 AM,15598345.0,488997144.0,373447640.0,918319.0,1273960.0,71000000.0,68000000.0,193000000.0,131000000.0,558000000.0,563000000.0,1442000000.0,113000000.0,793000000.0,906000000.0,906000000.0,361000000.0,1292000000.0,2198000000.0,54000000.0,2432000000.0,135000000.0,6581000000.0,9335000000.0,964000000.0,99000000.0,151000000.0,395000000.0,187000000.0,906000000.0,554000000.0,504000000.0,1160000000.0,2217000000.0,486000000.0,123000000.0,165000000.0,87000000.0,146000000.0,205000000.0,1011000000.0,222000000.0,309000000.0,171000000.0,401000000.0,572000000.0,881000000.0,160000000.0,240000000.0,117000000.0,248000000.0,258000000.0,1294000000.0,2203000000.0,2496000000.0,1002000000.0,1730000000.0,5275000000.0,7764000000.0,72000000.0,73000000.0,453000000.0,597000000.0,100000000.0,123000000.0,173000000.0,778000000.0,27580000000.0,389000000.0,461000000.0,28040000000.0,42500.0,69800.0,194400.0,482800.0,438600.0,1395200.0,0.061,0.66,9494000.0,2322511.0,500634771.0,3348813.0,3201517.0,88.0,38.0,107.5,112.8,109.3,35038.0,511697.0,3570146.0,11.0,22300.0,394948.0,483900.0,478400.0,0.0,1873575463.94,84.4,1100378316.16,273000.0,6302000.000000001,6385000.0,83115558338.0,31020176797.0,52095381541.0,09/2008
741,10/01/2008 12:00:00 AM,16493417.0,515540107.0,404082236.0,946084.0,1315594.0,75000000.0,71000000.0,201000000.0,117000000.0,629000000.0,597000000.0,1505000000.0,117000000.0,829000000.0,946000000.0,975000000.0,429000000.0,1438000000.0,2385000000.0,81000000.0,2321000000.0,124000000.0,5875000000.0,8545000000.0,883000000.0,146000000.0,177000000.0,436000000.0,200000000.0,1015000000.0,505000000.0,537000000.0,1136000000.0,2328000000.0,469000000.0,115000000.0,149000000.0,84000000.0,142000000.0,213000000.0,979000000.0,219000000.0,314000000.0,168000000.0,408000000.0,576000000.0,890000000.0,156000000.0,242000000.0,123000000.0,219000000.0,233000000.0,1224000000.0,2077000000.0,2476000000.0,906000000.0,1450000000.0,4883000000.0,7271000000.0,67000000.0,71000000.0,491000000.0,630000000.0,112000000.0,126000000.0,166000000.0,779000000.0,26591000000.0,391000000.0,460000000.0,27050000000.0,42300.0,69200.0,196800.0,476900.0,445500.0,1386800.0,0.065,0.66,10074000.0,2442790.0,517898247.0,3511001.0,3374326.0,64.0,39.0,107.5,112.4,109.2,52664.0,503870.0,3610576.0,4.0,24400.0,423168.0,407500.0,427100.0,0.0,1959160995.08,82.9,1182951141.16,267000.0,4972000.0,5694000.0,84499297804.0,34515941934.0,49983355870.0,10/2008
742,11/01/2008 12:00:00 AM,13826498.0,441442550.0,363247932.0,1080932.0,1504363.0,40000000.0,68000000.0,162000000.0,131000000.0,604000000.0,569000000.0,1446000000.0,106000000.0,777000000.0,883000000.0,926000000.0,363000000.0,1319000000.0,2202000000.0,75000000.0,1846000000.0,108000000.0,4701000000.0,6837000000.0,829000000.0,109000000.0,125000000.0,361000000.0,168000000.0,851000000.0,483000000.0,545000000.0,1101000000.0,2077000000.0,448000000.0,127000000.0,136000000.0,82000000.0,127000000.0,204000000.0,922000000.0,210000000.0,300000000.0,204000000.0,395000000.0,599000000.0,899000000.0,153000000.0,223000000.0,125000000.0,175000000.0,240000000.0,1097000000.0,1928000000.0,2258000000.0,871000000.0,1358000000.0,4538000000.0,6748000000.0,61000000.0,58000000.0,476000000.0,595000000.0,115000000.0,119000000.0,157000000.0,717000000.0,23618000000.0,366000000.0,427000000.0,24045000000.0,42500.0,65900.0,195900.0,475400.0,444800.0,1364500.0,0.068,0.659,10538000.0,2326111.0,484492078.0,3387137.0,2957053.0,67.0,32.0,104.4,110.8,106.5,23214.0,436177.0,3542162.0,3.0,20300.0,351074.0,386500.0,357100.0,0.0,1773000430.69,81.6,1018287121.94,270000.0,5133000.0,5122000.0,69213078849.0,27446022062.0,41767056787.0,11/2008
743,12/01/2008 12:00:00 AM,13923348.0,428951169.0,375802709.0,743593.0,1065009.0,35000000.0,59000000.0,163000000.0,140000000.0,468000000.0,519000000.0,1290000000.0,117000000.0,736000000.0,853000000.0,750000000.0,307000000.0,1086000000.0,1939000000.0,55000000.0,1540000000.0,68000000.0,3149000000.0,4948000000.0,630000000.0,117000000.0,130000000.0,390000000.0,149000000.0,827000000.0,300000000.0,500000000.0,860000000.0,1816000000.0,391000000.0,107000000.0,116000000.0,72000000.0,101000000.0,224000000.0,839000000.0,196000000.0,285000000.0,167000000.0,345000000.0,512000000.0,797000000.0,122000000.0,204000000.0,113000000.0,158000000.0,225000000.0,1034000000.0,1769000000.0,2054000000.0,729000000.0,1226000000.0,4068000000.0,6120000000.0,77000000.0,56000000.0,424000000.0,558000000.0,105000000.0,110000000.0,141000000.0,717000000.0,19987000000.0,310000000.0,398000000.0,20385000000.0,42700.0,63700.0,194100.0,471900.0,444800.0,1343300.0,0.073,0.658,11286000.0,2285949.0,511270950.0,3483401.0,3067198.0,49.0,28.0,100.5,110.6,103.7,17334.0,382977.0,3838082.0,8.0,24800.0,331232.0,472700.0,418700.0,0.0,1550112466.3200002,79.4,1079636931.77,242000.0,4993000.0,5149000.0,61021347861.0,24416514701.0,36604833160.0,12/2008
744,01/01/2009 12:00:00 AM,14517434.0,430468511.0,347843528.0,930248.0,1294266.0,38000000.0,56000000.0,149000000.0,119000000.0,367000000.0,497000000.0,1078000000.0,100000000.0,628000000.0,728000000.0,590000000.0,285000000.0,901000000.0,1629000000.0,41000000.0,1165000000.0,62000000.0,2431000000.0,3769000000.0,678000000.0,106000000.0,129000000.0,280000000.0,188000000.0,733000000.0,233000000.0,472000000.0,764000000.0,1626000000.0,296000000.0,81000000.0,86000000.0,61000000.0,108000000.0,184000000.0,679000000.0,156000000.0,237000000.0,174000000.0,298000000.0,472000000.0,709000000.0,101000000.0,178000000.0,120000000.0,150000000.0,227000000.0,1007000000.0,1756000000.0,1912000000.0,656000000.0,1199000000.0,3839000000.0,5831000000.0,54000000.0,71000000.0,412000000.0,537000000.0,77000000.0,90000000.0,123000000.0,667000000.0,17490000000.0,319000000.0,377000000.0,17867000000.0,42200.0,63100.0,194400.0,467300.0,439600.0,1287600.0,0.078,0.657,12058000.0,1978924.0,419766348.0,4108554.0,3243862.0,40.0,18.0,98.8,109.8,102.3,10938.0,385057.0,3581976.0,8.0,15600.0,338857.0,342000.0,312700.0,0.0,1324523612.66,77.5,933106571.95,212000.0,5000999.999999999,4572000.0,54264520205.0,22255716686.0,32008803519.0,01/2009
745,02/01/2009 12:00:00 AM,14387413.0,427594360.0,333974553.0,726343.0,1105996.0,43000000.0,69000000.0,168000000.0,124000000.0,413000000.0,500000000.0,1149000000.0,73000000.0,599000000.0,672000000.0,684000000.0,246000000.0,947000000.0,1619000000.0,46000000.0,1305000000.0,46000000.0,2420000000.0,3896000000.0,840000000.0,115000000.0,139000000.0,515000000.0,155000000.0,901000000.0,165000000.0,528000000.0,740000000.0,1780000000.0,313000000.0,94000000.0,100000000.0,49000000.0,102000000.0,202000000.0,723000000.0,169000000.0,254000000.0,181000000.0,290000000.0,471000000.0,724000000.0,129000000.0,206000000.0,115000000.0,177000000.0,220000000.0,1055000000.0,1829000000.0,1851000000.0,735000000.0,1176000000.0,3809000000.0,5917000000.0,51000000.0,66000000.0,428000000.0,545000000.0,80000000.0,99000000.0,138000000.0,657000000.0,18168000000.0,337000000.0,399000000.0,18567000000.0,42000.0,63200.0,191700.0,466200.0,442200.0,1274800.0,0.083,0.658,12898000.0,1850090.0,376710497.0,3181921.0,2924185.0,47.0,31.0,101.4,111.1,104.4,14992.0,384478.0,3270412.0,0.0,14500.0,328561.0,348700.0,338400.0,49.0,1330540458.68,79.5,860230144.67,200000.0,4556000.0,4466000.0,54670993975.0,21648711219.0,33022282756.0,02/2009
746,03/01/2009 12:00:00 AM,15974192.0,468329044.0,378966895.0,729033.0,1081908.0,47000000.0,52000000.0,155000000.0,94000000.0,446000000.0,571000000.0,1222000000.0,113000000.0,712000000.0,825000000.0,748000000.0,269000000.0,1036000000.0,1861000000.0,66000000.0,1468000000.0,100000000.0,2742000000.0,4483000000.0,1205000000.0,101000000.0,114000000.0,338000000.0,185000000.0,762000000.0,184000000.0,608000000.0,844000000.0,1719000000.0,364000000.0,110000000.0,124000000.0,58000000.0,98000000.0,202000000.0,795000000.0,171000000.0,260000000.0,190000000.0,303000000.0,493000000.0,753000000.0,124000000.0,219000000.0,124000000.0,202000000.0,260000000.0,1150000000.0,2050000000.0,2098000000.0,779000000.0,1250000000.0,4175000000.0,6513000000.0,60000000.0,73000000.0,443000000.0,576000000.0,107000000.0,123000000.0,166000000.0,706000000.0,20165000000.0,347000000.0,411000000.0,20576000000.0,41700.0,63000.0,189600.0,466200.0,442800.0,1268700.0,0.087,0.656,13426000.0,2182251.0,456227991.0,3516742.0,3306315.0,56.0,36.0,96.0,108.8,100.0,22712.0,422741.0,3701613.0,0.0,17700.0,363836.0,413100.0,442000.0,2.0,1564439209.8600004,75.6,929344434.46,196000.0,4751000.0,4800000.0,58379262913.0,23950015588.0,34429247325.0,03/2009
747,04/01/2009 12:00:00 AM,16240265.0,454702768.0,377470995.0,730778.0,1025839.0,58000000.0,46000000.0,161000000.0,117000000.0,476000000.0,573000000.0,1293000000.0,114000000.0,736000000.0,849000000.0,774000000.0,264000000.0,1063000000.0,1913000000.0,60000000.0,1610000000.0,75000000.0,3733000000.0,5589000000.0,1368000000.0,103000000.0,121000000.0,394000000.0,206000000.0,852000000.0,241000000.0,618000000.0,920000000.0,1893000000.0,405000000.0,120000000.0,135000000.0,58000000.0,120000000.0,219000000.0,885000000.0,211000000.0,301000000.0,213000000.0,326000000.0,539000000.0,840000000.0,140000000.0,235000000.0,103000000.0,196000000.0,286000000.0,1226000000.0,2099000000.0,2131000000.0,863000000.0,1475000000.0,4501000000.0,6907000000.0,51000000.0,66000000.0,454000000.0,571000000.0,73000000.0,88000000.0,152000000.0,786000000.0,22368000000.0,383000000.0,446000000.0,22814000000.0,42200.0,63300.0,188400.0,460100.0,440600.0,1257500.0,0.09,0.657,13853000.0,2271283.0,469783200.0,3423245.0,3257856.0,53.0,35.0,95.0,110.1,99.6,29748.0,404950.0,3468779.0,0.0,15300.0,357907.0,390900.0,426500.0,0.0,1528383403.65,74.8,946335257.99,182000.0,4552000.0,4644000.0,56759014671.0,23277249208.0,33481765463.0,04/2009
748,05/01/2009 12:00:00 AM,15570587.0,444291111.0,370529931.0,917799.0,1250145.0,72000000.0,77000000.0,188000000.0,131000000.0,481000000.0,520000000.0,1258000000.0,129000000.0,748000000.0,877000000.0,773000000.0,322000000.0,1123000000.0,2000000000.0,78000000.0,1966000000.0,56000000.0,4402000000.0,6634000000.0,1169000000.0,106000000.0,122000000.0,423000000.0,203000000.0,889000000.0,352000000.0,573000000.0,998000000.0,2008000000.0,440000000.0,130000000.0,149000000.0,79000000.0,133000000.0,227000000.0,956000000.0,237000000.0,339000000.0,207000000.0,289000000.0,496000000.0,835000000.0,157000000.0,247000000.0,105000000.0,187000000.0,280000000.0,1227000000.0,2100000000.0,2208000000.0,966000000.0,1655000000.0,4871000000.0,7303000000.0,48000000.0,81000000.0,471000000.0,600000000.0,88000000.0,104000000.0,174000000.0,802000000.0,23936000000.0,386000000.0,455000000.0,24391000000.0,42000.0,63400.0,184800.0,462100.0,449200.0,1262900.0,0.094,0.657,14499000.0,2344393.0,494908098.0,4136079.0,3244322.0,56.0,34.0,95.3,107.7,99.1,37133.0,396308.0,3457754.0,0.0,14500.0,341601.0,443200.0,480600.0,0.0,1471200408.32,76.4,956170884.14,180000.0,5032000.0,4964000.0,55523157941.0,22737433984.0,32785723957.0,05/2009
749,06/01/2009 12:00:00 AM,16325621.0,431182492.0,376856227.0,755000.0,1038845.0,48000000.0,71000000.0,160000000.0,136000000.0,491000000.0,561000000.0,1317000000.0,125000000.0,712000000.0,837000000.0,844000000.0,323000000.0,1203000000.0,2040000000.0,121000000.0,2231000000.0,90000000.0,5819000000.0,8431000000.0,1145000000.0,129000000.0,143000000.0,405000000.0,217000000.0,910000000.0,457000000.0,598000000.0,1122000000.0,2174000000.0,451000000.0,152000000.0,170000000.0,92000000.0,157000000.0,215000000.0,1001000000.0,237000000.0,340000000.0,216000000.0,298000000.0,514000000.0,854000000.0,131000000.0,249000000.0,111000000.0,256000000.0,359000000.0,1345000000.0,2432000000.0,2724000000.0,1098000000.0,1909000000.0,5764000000.0,8530000000.0,51000000.0,84000000.0,497000000.0,632000000.0,97000000.0,110000000.0,195000000.0,835000000.0,27324000000.0,468000000.0,547000000.0,27871000000.0,42200.0,64000.0,182200.0,462500.0,436500.0,1277100.0,0.095,0.657,14707000.0,2378540.0,542873119.0,3468903.0,3371421.0,57.0,32.0,96.3,109.1,100.3,38328.0,418105.0,3266188.0,0.0,17400.0,360817.0,405000.0,452500.0,0.0,1652118062.33,75.3,961191331.76,193000.0,4794000.000000001,5162000.0,59674562453.0,24564745752.0,35109816701.0,06/2009
750,07/01/2009 12:00:00 AM,17076574.0,431446591.0,372524894.0,729050.0,1044887.0,58000000.0,69000000.0,172000000.0,126000000.0,453000000.0,547000000.0,1287000000.0,121000000.0,735000000.0,856000000.0,817000000.0,348000000.0,1197000000.0,2053000000.0,108000000.0,2360000000.0,97000000.0,6415000000.0,9116000000.0,1071000000.0,116000000.0,139000000.0,491000000.0,320000000.0,1097000000.0,551000000.0,575000000.0,1221000000.0,2457000000.0,436000000.0,133000000.0,149000000.0,101000000.0,170000000.0,216000000.0,979000000.0,207000000.0,299000000.0,205000000.0,304000000.0,510000000.0,809000000.0,142000000.0,246000000.0,140000000.0,231000000.0,337000000.0,1298000000.0,2338000000.0,2836000000.0,1209000000.0,2128000000.0,6197000000.0,8862000000.0,48000000.0,76000000.0,454000000.0,577000000.0,72000000.0,85000000.0,181000000.0,800000000.0,28372000000.0,476000000.0,599000000.0,28971000000.0,42200.0,64200.0,182900.0,463600.0,368100.0,1274300.0,0.095,0.655,14601000.0,2557381.0,596670353.0,3620025.0,3518664.0,85.0,48.0,98.4,109.7,101.9,51552.0,412855.0,3414732.0,0.0,16100.0,362086.0,450300.0,545400.0,0.0,1608275390.18,76.9,1009787804.04,196000.0,5126000.0,6244000.0,60146780364.0,25235656069.0,34911124295.0,07/2009
751,08/01/2009 12:00:00 AM,16611311.0,428646266.0,366264820.0,977946.0,1390155.0,68000000.0,68000000.0,174000000.0,107000000.0,489000000.0,525000000.0,1290000000.0,185000000.0,732000000.0,916000000.0,841000000.0,293000000.0,1159000000.0,2075000000.0,90000000.0,2128000000.0,129000000.0,6966000000.0,9453000000.0,1092000000.0,122000000.0,139000000.0,464000000.0,221000000.0,1008000000.0,731000000.0,603000000.0,1431000000.0,2578000000.0,435000000.0,137000000.0,153000000.0,115000000.0,182000000.0,194000000.0,974000000.0,220000000.0,306000000.0,204000000.0,275000000.0,479000000.0,785000000.0,208000000.0,322000000.0,128000000.0,223000000.0,304000000.0,1387000000.0,2396000000.0,2818000000.0,1098000000.0,1768000000.0,5712000000.0,8510000000.0,37000000.0,74000000.0,431000000.0,542000000.0,91000000.0,92000000.0,181000000.0,788000000.0,28446000000.0,412000000.0,511000000.0,28957000000.0,42800.0,64800.0,182200.0,464800.0,360800.0,1276100.0,0.096,0.654,14814000.0,2520906.0,582302101.0,3571055.0,3360872.0,60.0,37.0,99.2,110.5,102.7,50073.0,435764.0,3592350.0,9.0,14600.0,352340.0,544300.0,715600.0,0.0,1627588250.85,77.9,984831399.38,186000.0,6362000.0,8205000.0,62923115733.0,26094670335.0,36828445398.0,08/2009
752,09/01/2009 12:00:00 AM,15992063.0,458278407.0,372588507.0,786714.0,1104050.0,83000000.0,59000000.0,188000000.0,110000000.0,476000000.0,527000000.0,1264000000.0,158000000.0,737000000.0,894000000.0,890000000.0,296000000.0,1216000000.0,2110000000.0,109000000.0,2376000000.0,159000000.0,6758000000.0,9573000000.0,1017000000.0,93000000.0,123000000.0,468000000.0,257000000.0,1020000000.0,760000000.0,622000000.0,1450000000.0,2592000000.0,447000000.0,140000000.0,152000000.0,111000000.0,176000000.0,206000000.0,994000000.0,229000000.0,333000000.0,204000000.0,269000000.0,472000000.0,805000000.0,205000000.0,360000000.0,92000000.0,218000000.0,239000000.0,1357000000.0,2192000000.0,2353000000.0,875000000.0,1405000000.0,4653000000.0,7263000000.0,65000000.0,75000000.0,459000000.0,599000000.0,89000000.0,89000000.0,179000000.0,777000000.0,27369000000.0,467000000.0,547000000.0,27916000000.0,43600.0,64400.0,181100.0,462300.0,434000.0,1276000.0,0.098,0.651,15009000.0,2179662.0,462787005.0,3436159.0,3340667.0,74.0,49.0,99.7,110.0,102.9,44736.0,455815.0,3053713.0,0.0,15400.0,364722.0,350200.0,394000.0,0.0,1710865555.2,78.4,1036690545.26,189000.0,4338999.999999999,5006000.0,66112775998.0,27740902641.0,38371873357.0,09/2009
753,10/01/2009 12:00:00 AM,16181489.0,477088524.0,391675506.0,1032634.0,1378221.0,65000000.0,66000000.0,180000000.0,105000000.0,498000000.0,483000000.0,1290000000.0,185000000.0,769000000.0,955000000.0,870000000.0,317000000.0,1215000000.0,2170000000.0,110000000.0,2133000000.0,175000000.0,6099000000.0,8749000000.0,810000000.0,109000000.0,140000000.0,521000000.0,308000000.0,1127000000.0,513000000.0,621000000.0,1209000000.0,2476000000.0,451000000.0,142000000.0,161000000.0,104000000.0,161000000.0,207000000.0,995000000.0,242000000.0,340000000.0,201000000.0,260000000.0,461000000.0,801000000.0,235000000.0,348000000.0,101000000.0,179000000.0,228000000.0,1285000000.0,2072000000.0,2054000000.0,810000000.0,1245000000.0,4132000000.0,6619000000.0,45000000.0,78000000.0,455000000.0,577000000.0,82000000.0,82000000.0,169000000.0,814000000.0,25670000000.0,434000000.0,506000000.0,26176000000.0,43900.0,64000.0,180300.0,460600.0,441200.0,1266600.0,0.1,0.65,15352000.0,2379080.0,493132875.0,3576429.0,3474911.0,55.0,34.0,98.6,109.9,102.1,39492.0,459183.0,3384294.0,0.0,18300.0,393942.0,414800.0,420900.0,0.0,1916120078.45,77.9,1129581753.25,206000.0,4963000.0,5406000.0,70336899735.0,30029839835.0,40307059900.0,10/2009
754,11/01/2009 12:00:00 AM,14546719.0,429186120.0,342813909.0,794184.0,1088480.0,60000000.0,68000000.0,166000000.0,101000000.0,436000000.0,514000000.0,1253000000.0,239000000.0,717000000.0,956000000.0,908000000.0,247000000.0,1182000000.0,2138000000.0,111000000.0,1920000000.0,176000000.0,4378000000.0,6761000000.0,714000000.0,111000000.0,138000000.0,498000000.0,283000000.0,1100000000.0,381000000.0,570000000.0,1009000000.0,2247000000.0,378000000.0,129000000.0,139000000.0,93000000.0,156000000.0,165000000.0,852000000.0,217000000.0,332000000.0,200000000.0,244000000.0,444000000.0,776000000.0,159000000.0,256000000.0,76000000.0,176000000.0,234000000.0,1261000000.0,1988000000.0,1993000000.0,633000000.0,1068000000.0,3710000000.0,6045000000.0,44000000.0,66000000.0,437000000.0,547000000.0,93000000.0,94000000.0,189000000.0,804000000.0,22515000000.0,414000000.0,479000000.0,22994000000.0,43800.0,61700.0,179000.0,459100.0,443600.0,1260700.0,0.099,0.65,15219000.0,2390149.0,498855768.0,3445180.0,3191214.0,52.0,31.0,101.4,108.9,103.7,20435.0,441097.0,3414808.0,0.0,17400.0,366670.0,376100.0,368200.0,0.0,2000844045.44,79.3,1052014021.99,224000.0,5273000.0,5542000.0,67860111442.0,29167249763.0,38692861679.0,11/2009
755,12/01/2009 12:00:00 AM,14853920.0,412880829.0,361544943.0,763650.0,1014468.0,62000000.0,60000000.0,154000000.0,103000000.0,372000000.0,510000000.0,1138000000.0,155000000.0,675000000.0,830000000.0,756000000.0,241000000.0,1020000000.0,1850000000.0,97000000.0,1413000000.0,136000000.0,3024000000.0,4800000000.0,667000000.0,98000000.0,125000000.0,428000000.0,248000000.0,930000000.0,272000000.0,528000000.0,856000000.0,1911000000.0,318000000.0,113000000.0,128000000.0,93000000.0,141000000.0,153000000.0,752000000.0,175000000.0,311000000.0,177000000.0,254000000.0,431000000.0,742000000.0,134000000.0,211000000.0,75000000.0,164000000.0,209000000.0,1137000000.0,1829000000.0,1752000000.0,557000000.0,963000000.0,3288000000.0,5403000000.0,56000000.0,66000000.0,412000000.0,534000000.0,83000000.0,85000000.0,157000000.0,736000000.0,18862000000.0,407000000.0,496000000.0,19358000000.0,43100.0,62200.0,178300.0,459100.0,440700.0,1240400.0,0.099,0.646,15098000.0,2395277.0,537980573.0,3529260.0,3264600.0,60.0,31.0,101.8,110.6,104.6,16077.0,404280.0,3708066.0,0.0,23000.0,360126.0,522100.0,504200.0,0.0,1899799359.45,80.1,1228033419.8,224000.0,5260000.0,5799000.0,68461194879.0,28823099341.0,39638095538.0,12/2009
756,01/01/2010 12:00:00 AM,14499667.0,410457520.0,347691757.0,952420.0,1283950.0,77000000.0,54000000.0,157000000.0,97000000.0,309000000.0,370000000.0,873000000.0,119000000.0,682000000.0,802000000.0,614000000.0,403000000.0,1025000000.0,1827000000.0,53000000.0,1066000000.0,89000000.0,2195000000.0,3542000000.0,665000000.0,75000000.0,95000000.0,386000000.0,204000000.0,786000000.0,219000000.0,538000000.0,801000000.0,1682000000.0,252000000.0,110000000.0,117000000.0,103000000.0,149000000.0,153000000.0,682000000.0,161000000.0,262000000.0,171000000.0,207000000.0,378000000.0,641000000.0,125000000.0,205000000.0,58000000.0,177000000.0,213000000.0,1082000000.0,1775000000.0,1585000000.0,484000000.0,1008000000.0,3090000000.0,5166000000.0,45000000.0,52000000.0,389000000.0,485000000.0,56000000.0,57000000.0,114000000.0,644000000.0,16497000000.0,380000000.0,437000000.0,16934000000.0,43400.0,60700.0,177200.0,459600.0,437200.0,1208100.0,0.098,0.648,15046000.0,2032892.0,440854078.0,3521094.0,3377882.0,42.0,24.0,103.3,110.6,105.6,13232.0,415459.0,3187901.0,2.0,15900.0,362361.0,340400.0,356200.0,0.0,1651272851.77,80.5,977334970.33,224000.0,5251000.0,5416000.0,66504177031.99999,27611667467.0,38892509565.0,01/2010
757,02/01/2010 12:00:00 AM,13892250.0,399337177.0,316986967.0,799592.0,1089342.0,67000000.0,32000000.0,126000000.0,77000000.0,371000000.0,379000000.0,924000000.0,124000000.0,684000000.0,808000000.0,543000000.0,203000000.0,754000000.0,1563000000.0,66000000.0,1291000000.0,121000000.0,2105000000.0,3742000000.0,603000000.0,69000000.0,104000000.0,473000000.0,235000000.0,874000000.0,225000000.0,505000000.0,781000000.0,1759000000.0,227000000.0,103000000.0,111000000.0,98000000.0,151000000.0,142000000.0,640000000.0,157000000.0,263000000.0,156000000.0,201000000.0,357000000.0,619000000.0,119000000.0,199000000.0,71000000.0,164000000.0,242000000.0,1038000000.0,1728000000.0,1567000000.0,470000000.0,925000000.0,2978000000.0,4967000000.0,49000000.0,57000000.0,367000000.0,472000000.0,51000000.0,55000000.0,112000000.0,591000000.0,16141000000.0,353000000.0,424000000.0,16565000000.0,43500.0,58100.0,177300.0,461500.0,435800.0,1200300.0,0.098,0.649,15113000.0,1951901.0,405905875.0,3088012.0,3122066.0,49.0,30.0,105.5,108.9,106.5,14006.0,417651.0,3083023.0,3.0,14900.0,365684.0,385300.0,393100.0,0.0,1638814937.27,81.5,926043101.46,207000.0,5011000.0,5098000.0,67952720432.0,28174483135.0,39778237297.0,02/2010
